date_received,product,subproduct,issue,subissue,company_public_response,company_name,state,zip_code,tags,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,state_name,zip_code_population,state_population,median_income_zip_code,median_income_state
4/4/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",MT,59825,,Web,4/4/2022,Closed with explanation,TRUE,5404448,Montana,2427,1041732,54550,52559
2/10/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",ME,4969,,Web,2/25/2022,Closed with explanation,TRUE,5207320,Maine,1270,1332813,46900,55425
6/24/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,"CARRINGTON MORTGAGE SERVICES, LLC",IA,51040,,Referral,6/27/2022,Closed with explanation,TRUE,5714630,Iowa,3543,3132499,38073,58580
4/8/2022,Mortgage,Other type of mortgage,Struggling to pay mortgage,,,"CARRINGTON MORTGAGE SERVICES, LLC",ME,4092,,Web,4/8/2022,Closed with explanation,TRUE,5424976,Maine,18417,1332813,55563,55425
3/9/2022,Mortgage,Other type of mortgage,Trouble during payment process,,,FIFTH THIRD FINANCIAL CORPORATION,WV,25314,Older American,Web,3/9/2022,Closed with explanation,TRUE,5304343,West Virginia,13763,1829054,77862,44921
4/30/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,FIFTH THIRD FINANCIAL CORPORATION,NH,3874,Servicemember,Web,4/30/2022,Closed with explanation,TRUE,5520709,New Hampshire,8868,1343622,67261,74057
5/16/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",AK,99567,,Referral,5/17/2022,Closed with explanation,TRUE,5569233,Alaska,9181,738516,111161,76715
1/19/2022,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NM,87121,,Phone,1/19/2022,Closed with explanation,TRUE,5122991,New Mexico,78900,2092434,42185,48059
5/12/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,Idaho Housing And Finance Association,NE,68901,,Phone,5/12/2022,Closed with explanation,TRUE,5553691,Nebraska,26203,1904760,48552,59116
2/12/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,PR,915,,Web,2/12/2022,Closed with explanation,TRUE,5214821,Puerto Rico,26131,3386941,13839,20166
6/22/2022,Mortgage,Home equity loan or line of credit (HELOC),Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,NJ,88040,Older American,Web,6/22/2022,Closed with explanation,TRUE,5695964,New Mexico,105,2092434,31250,48059
5/25/2022,Mortgage,Home equity loan or line of credit (HELOC),Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,NJ,88040,Older American,Web,5/25/2022,Closed with explanation,TRUE,5601088,New Mexico,105,2092434,31250,48059
5/16/2022,Mortgage,Home equity loan or line of credit (HELOC),Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,NJ,88040,Older American,Web,5/16/2022,Closed with explanation,TRUE,5568426,New Mexico,105,2092434,31250,48059
6/3/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,Specialized Loan Servicing Holdings LLC,IA,50009,,Web,6/3/2022,Closed with explanation,TRUE,5627631,Iowa,19559,3132499,80181,58580
4/22/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,NE,68116,,Web,4/22/2022,Closed with explanation,TRUE,5484650,Nebraska,30398,1904760,100590,59116
5/19/2022,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,,,Fairway Independent Mortgage Corporation,NE,68022,,Web,5/19/2022,Closed with explanation,TRUE,5577358,Nebraska,23049,1904760,105584,59116
1/4/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,RoundPoint Mortgage Servicing Corporation,HI,96720,,Phone,1/19/2022,Closed with explanation,TRUE,5069827,Hawaii,49405,1422029,59878,78084
1/8/2022,Mortgage,FHA mortgage,Trouble during payment process,,,"Community Loan Servicing, LLC (formerly known as Bayview Loan Servicing, LLC)",RI,2895,,Web,1/8/2022,Closed with explanation,TRUE,5085106,Rhode Island,41539,1056611,39932,63296
6/29/2022,Mortgage,Home equity loan or line of credit (HELOC),Incorrect information on your report,,,DISCOVER BANK,NM,87048,,Referral,6/30/2022,Closed with non-monetary relief,TRUE,5725381,New Mexico,9073,2092434,79162,48059
1/26/2022,Mortgage,Other type of mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",MT,59405,,Phone,1/26/2022,Closed with explanation,TRUE,5154034,Montana,31337,1041732,44161,52559
6/3/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",NJ,87010,,Web,6/3/2022,Closed with explanation,TRUE,5632245,New Mexico,1010,2092434,52250,48059
6/28/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",KS,67216,,Web,6/28/2022,Closed with explanation,TRUE,5717467,Kansas,23223,2908776,40502,57422
2/16/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",CT,6084,,Phone,2/16/2022,Closed with explanation,TRUE,5226773,Connecticut,14766,3581504,115718,76106
2/3/2022,Mortgage,VA mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",WV,26070,Servicemember,Web,2/3/2022,Closed with explanation,TRUE,5183079,West Virginia,8324,1829054,46905,44921
6/2/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"Fay Servicing, LLC",VT,50010,Older American,Web,6/2/2022,Closed with explanation,TRUE,5623440,Iowa,33965,3132499,53887,58580
1/24/2022,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,NM,87031,,Web,1/24/2022,Closed with explanation,TRUE,5143204,New Mexico,44451,2092434,48084,48059
1/14/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,NATIONSTAR MORTGAGE,CT,6360,Older American,Phone,1/14/2022,Closed with explanation,TRUE,5111393,Connecticut,36632,3581504,56177,76106
4/25/2022,Mortgage,VA mortgage,Trouble during payment process,,Company believes complaint represents an opportunity for improvement to better serve consumers,NATIONSTAR MORTGAGE,CT,6468,Servicemember,Phone,4/25/2022,Closed with explanation,TRUE,5493932,Connecticut,19621,3581504,115049,76106
6/12/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,KS,66204,,Web,6/12/2022,Closed with explanation,TRUE,5660111,Kansas,19683,2908776,55122,57422
4/22/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,KS,66202,,Web,4/22/2022,Closed with explanation,TRUE,5482817,Kansas,16183,2908776,58510,57422
4/29/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,JPMORGAN CHASE & CO.,NM,87144,,Referral,4/29/2022,Closed with explanation,TRUE,5519405,New Mexico,42619,2092434,69016,48059
1/12/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,JPMORGAN CHASE & CO.,CT,6611,,Referral,1/13/2022,Closed with explanation,TRUE,5106969,Connecticut,36174,3581504,118707,76106
3/3/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"Rocket Mortgage, LLC",HI,96793,,Web,3/3/2022,Closed with explanation,TRUE,5279387,Hawaii,33074,1422029,81702,78084
4/14/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,FIRSTBANK PUERTO RICO,PR,987,,Phone,4/14/2022,Closed with explanation,TRUE,5447574,Puerto Rico,57181,3386941,33042,20166
6/30/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CT,66060,,Web Referral,6/30/2022,Closed with explanation,TRUE,5723841,Kansas,1383,2908776,60391,57422
5/4/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,KS,66067,,Web,5/4/2022,Closed with explanation,TRUE,5540338,Kansas,15253,2908776,52029,57422
1/5/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,KS,67205,,Phone,1/5/2022,Closed with non-monetary relief,TRUE,5072344,Kansas,19444,2908776,108819,57422
1/11/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CT,6492,,Web,1/11/2022,Closed with explanation,TRUE,5100781,Connecticut,44841,3581504,79489,76106
4/6/2022,Mortgage,Conventional home mortgage,Problem with a credit reporting company's investigation into an existing problem,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NM,87004,Servicemember,Web,4/6/2022,Closed with explanation,TRUE,5413633,New Mexico,11319,2092434,43333,48059
4/1/2022,Mortgage,VA mortgage,Trouble during payment process,,,Chrysalis Holdings LLC,SD,57569,Servicemember,Web,4/1/2022,Closed with explanation,TRUE,5394876,South Dakota,267,864289,39938,56499
3/2/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,Class AMC Intermediate,IA,51503,,Web,4/7/2022,Closed with explanation,TRUE,5278229,Iowa,37062,3132499,67555,58580
2/20/2022,Mortgage,VA mortgage,Closing on a mortgage,,,"LD Holdings Group, LLC",HI,96813,Servicemember,Web,2/20/2022,Closed with explanation,TRUE,5241972,Hawaii,25219,1422029,74355,78084
2/15/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"Caliber Home Loans, Inc.",ID,83868,,Web,2/15/2022,Closed with explanation,TRUE,5224734,Idaho,793,1687809,35545,53089
1/24/2022,Mortgage,VA mortgage,Trouble during payment process,,,"Caliber Home Loans, Inc.",NE,68446,Servicemember,Web,1/24/2022,Closed with explanation,TRUE,5142569,Nebraska,2862,1904760,59695,59116
6/24/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,WV,26187,,Web,6/24/2022,Closed with explanation,TRUE,5706156,West Virginia,6409,1829054,67102,44921
2/23/2022,Mortgage,VA mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,NE,68133,"Older American, Servicemember",Web,2/23/2022,Closed with explanation,TRUE,5252899,Nebraska,11191,1904760,114066,59116
2/16/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,AK,99504,,Web,2/16/2022,Closed with explanation,TRUE,5227976,Alaska,42504,738516,78508,76715
6/7/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",CT,67860,,Web,6/7/2022,Closed with explanation,TRUE,5640445,Kansas,2806,2908776,49231,57422
2/1/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",KS,66213,,Web,2/1/2022,Closed with explanation,TRUE,5169218,Kansas,29063,2908776,103444,57422
5/5/2022,Mortgage,Other type of mortgage,Struggling to pay mortgage,,,CrossCountry Mortgage LLC,WV,25143,,Web,5/5/2022,Closed with explanation,TRUE,5546474,West Virginia,8233,1829054,43665,44921
1/7/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,TD BANK US HOLDING COMPANY,ME,4915,,Referral,1/10/2022,Closed with explanation,TRUE,5090055,Maine,8981,1332813,55737,55425
3/3/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,,Ocwen Financial Corporation,CT,6255,,Web,3/3/2022,Closed with explanation,TRUE,5281118,Connecticut,4560,3581504,76688,76106
6/1/2022,Mortgage,FHA mortgage,Trouble during payment process,,,"PENNYMAC LOAN SERVICES, LLC.",CT,67870,,Phone,7/5/2022,Closed with explanation,TRUE,5621750,Kansas,1265,2908776,54286,57422
5/4/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,WV,24701,,Web,5/4/2022,Closed with explanation,TRUE,5540552,West Virginia,19667,1829054,33332,44921
2/11/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,MT,59840,Servicemember,Phone,2/11/2022,Closed with explanation,TRUE,5213327,Montana,13690,1041732,40994,52559
4/21/2022,Mortgage,VA mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Mortgage Research Center, LLC",HI,96786,"Older American, Servicemember",Phone,5/9/2022,Closed with explanation,TRUE,5477894,Hawaii,44271,1422029,62688,78084
6/27/2022,Mortgage,VA mortgage,Struggling to pay mortgage,,,"CITIZENS FINANCIAL GROUP, INC.",IA,52411,Servicemember,Web,6/27/2022,In progress,TRUE,5714633,Iowa,8145,3132499,127361,58580
5/11/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"CITIZENS FINANCIAL GROUP, INC.",SD,57003,,Referral,5/13/2022,Closed with explanation,TRUE,5558381,South Dakota,2071,864289,81750,56499
6/9/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"AmeriHome Mortgage Company, LLC",IA,52722,,Web,6/9/2022,Closed with explanation,TRUE,5650521,Iowa,37308,3132499,78557,58580
2/9/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",AK,99517,Older American,Phone,3/13/2022,Closed with explanation,TRUE,5204279,Alaska,16405,738516,77274,76715
1/3/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,Village Capital & Investment LLC,NM,88310,Older American,Web,1/3/2022,Closed with explanation,TRUE,5065733,New Mexico,36282,2092434,45053,48059
6/24/2022,Mortgage,FHA mortgage,Closing on a mortgage,,,"CARRINGTON MORTGAGE SERVICES, LLC",IA,51040,,Web,7/13/2022,Closed with explanation,TRUE,5705073,Iowa,3543,3132499,38073,58580
4/21/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,"CARRINGTON MORTGAGE SERVICES, LLC",SD,57719,,Web,4/21/2022,Closed with explanation,TRUE,5477453,South Dakota,8053,864289,54543,56499
3/31/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,FIFTH THIRD FINANCIAL CORPORATION,MT,59804,Older American,Web,4/28/2022,Closed with explanation,TRUE,5391945,Montana,8294,1041732,60625,52559
3/23/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SANTANDER BANK, NATIONAL ASSOCIATION",CT,6108,,Phone,3/23/2022,Closed with explanation,FALSE,5356620,Connecticut,24672,3581504,52857,76106
3/2/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"United Shore Financial Services, LLC",WV,25443,,Postal mail,3/2/2022,Closed with explanation,TRUE,5277511,West Virginia,7913,1829054,95117,44921
